990,120,3
822,185,3
731,153,3
596,567,1
846,803,2
757,476,3
1018,214,3
423,193,0
43,635,4
980,980,2
601,791,2
822,467,3
748,150,3
944,141,3
913,72,3
403,879,4
193,201,0
41,924,4
354,637,1
468,176,0
417,201,0
652,411,1
415,51,0
604,458,1
686,560,1
414,263,0
327,213,0
731,52,3
363,651,4
193,252,0
724,596,2
108,917,4
797,149,3
817,128,3
786,261,3
304,179,0
462,957,4
590,877,2
1008,170,3
312,671,4
731,726,2
934,34,3
939,641,2
86,279,0
269,279,0
531,993,2
875,639,2
886,649,2
788,679,2
777,551,2
941,57,3
730,379,3
1014,297,3
233,999,4
467,545,1
646,174,3
247,556,4
209,163,0
174,295,0
442,443,1
575,973,2
412,426,1
589,274,3
51,353,0
953,828,2
904,870,2
886,611,2
226,876,4
908,459,3
851,351,3
1004,473,3
526,227,3
6,735,4
390,180,0
6,832,4
623,581,1
782,11,3
1008,347,3
285,35,0
700,214,3
864,581,2
61,726,4
168,287,0
578,52,3
746,406,3
403,726,4
879,929,2
953,885,2
640,320,3
41,647,4
128,664,4
204,910,4
675,188,3
233,960,4
224,934,4
151,64,0
491,212,0
790,659,2
499,344,1
711,221,3
750,90,3
947,606,2
1020,876,2
467,636,1
172,509,4
259,301,0
149,464,0
187,825,4
652,421,1
761,876,2
331,912,4
940,822,2
100,706,4
457,599,1
27,144,0
820,777,2
234,743,4
359,230,0
596,827,2
867,768,2
312,102,0
45,461,0
566,233,3
262,195,0
654,0,3
47,985,4
912,988,2
783,1013,2
670,216,3
588,697,1
360,385,1
451,594,1
104,810,4
825,700,2
613,668,1
445,925,4
770,490,3
363,313,0
723,625,2
508,353,1
625,555,1
314,514,1
519,73,3
503,166,0
289,67,0
863,649,2
452,290,1
220,557,4
77,21,0
233,690,4
689,678,2
592,435,1
145,955,4
748,868,2
556,232,3
198,158,0
788,512,2
672,283,3
586,151,3
449,875,4
218,289,0
501,671,1
579,721,2
204,656,4
742,437,3
323,407,1
92,915,4
842,237,3
846,567,2
81,378,0
799,279,3
536,563,1
792,184,3
847,354,3
335,272,0
205,554,4
561,706,1
201,117,0
403,405,1
773,121,3
842,72,3
528,934,2
987,347,3
147,809,4
914,229,3
164,689,4
508,700,1
229,276,0
885,52,3
630,196,3
324,836,4
750,886,2
518,951,2
1003,922,2
332,752,4
19,151,0
825,548,2
61,788,4
895,209,3
574,785,2
438,738,4
450,946,4
414,679,1
199,275,0
731,829,2
472,32,0
641,198,3
918,136,3
126,897,4
34,458,0
625,53,3
609,426,1
601,671,1
191,472,0
880,765,2
233,294,0
479,684,1
216,893,4
339,415,1
145,47,0
221,617,4
79,862,4
815,997,2
998,941,2
870,8,3
376,471,1
62,985,4
898,663,2
632,65,3
112,488,0
830,345,3
782,285,3
5,999,4
154,345,0
390,299,0
392,611,1
916,471,3
450,708,1
444,424,1
625,290,3
433,1001,4
761,495,1
963,635,2
134,571,4
700,246,3
36,506,4
592,818,2
791,597,2
793,946,2
942,160,3
221,310,0
771,114,3
781,197,3
822,201,3
622,423,1
491,31,0
401,229,0
526,340,1
864,660,2
911,541,2
907,947,2
23,475,0
742,815,2
48,511,4
737,991,2
671,958,2
277,419,0
48,35,0
616,870,2
236,214,0
270,728,4
245,671,4
957,771,2
1011,797,2
408,898,4
314,291,0
822,338,3
766,540,2
129,814,4
27,866,4
781,699,2
800,35,3
94,849,4
70,710,4
695,306,3
925,965,2
10,146,0
612,967,2
918,599,2
741,302,3
474,31,0
593,272,3
369,335,0
812,498,3
125,839,4
340,907,4
514,117,3
942,608,2
966,1012,2
295,637,4
294,196,0
579,305,1
342,167,0
248,236,0
767,989,2
538,217,3
1021,107,3
489,366,1
442,277,0
865,568,2
92,181,0
451,607,1
298,369,0
191,240,0
357,486,1
878,651,2
682,433,1
956,1,3
600,181,3
237,343,0
146,776,4
560,143,3
883,25,3
510,302,1
302,351,0
870,395,3
532,297,1
1002,831,2
666,169,3
47,1023,4
656,925,2
650,314,3
334,583,1
315,935,4
764,553,2
254,910,4
305,815,4
30,164,0
840,540,2
466,119,0
891,312,3
514,399,1
609,492,1
206,251,0
661,254,3
250,293,0
155,901,4
608,490,1
460,923,4
401,200,0
452,655,1
86,757,4
446,116,0
922,263,3
656,364,3
382,523,1
677,896,2
923,262,3
364,105,0
514,1,3
359,764,4
295,515,1
641,903,2
1005,77,3
802,382,3
277,231,0
13,364,0
988,460,3
480,886,4
723,113,3
227,81,0
636,904,2
977,535,2
142,317,0
641,656,2
318,1000,4
397,613,1
491,14,0
492,472,1
92,271,0
854,369,3
502,868,4
733,466,1
304,190,0
329,3,0
303,556,1
84,939,4
436,37,0
451,578,1
354,68,0
211,672,4
44,608,4
262,536,1
622,754,2
1008,714,2
1,839,4
60,503,4
683,793,2
970,987,2
983,275,3
990,262,3
831,50,3
178,243,0
87,629,4
821,441,3
697,8,3
89,741,4
616,351,1
253,215,0
82,238,0
929,83,3
53,989,4
587,736,2
759,533,2
699,718,2
808,665,2
981,615,2
715,135,3
858,802,2
764,655,2
219,437,0
664,308,3
154,256,0
660,408,1
471,742,1
646,377,1
825,699,2
342,388,1
411,77,0
921,86,3
796,705,2
751,753,2
296,442,1
888,130,3
220,628,4
786,439,3
41,426,0
747,195,3
682,383,3
603,130,3
101,225,0
507,927,2
924,849,2
291,311,0
927,189,3
397,699,4
894,124,3
428,167,0
566,292,1
297,786,4
920,59,3
201,961,4
485,949,4
132,144,0
308,736,4
274,410,0
961,781,2
313,862,4
606,604,1
149,509,4
793,547,2
184,664,4
671,612,1
831,214,3
904,104,3
1000,800,2
164,178,0
737,649,2
103,870,4
793,411,3
582,43,3
821,519,2
824,110,3
357,407,1
715,507,1
916,484,3
30,77,0
124,701,4
689,955,2
915,570,2
36,892,4
346,200,0
46,60,0
849,149,3
930,619,2
560,488,1
662,358,3
1007,463,3
468,341,1
870,159,3
848,762,2
644,878,2
839,768,2
555,505,1
700,447,1
51,736,4
315,397,0
936,361,3
457,761,4
510,363,1
356,46,0
851,1019,2
404,835,4
458,873,4
152,304,0
8,1000,4
42,652,4
854,882,2
397,385,1
363,73,0
832,414,3
809,123,3
811,721,2
484,245,1
458,994,4
608,815,2
17,436,0
810,421,3
247,244,0
270,399,0
548,279,1
375,590,1
931,205,3
448,304,1
590,811,2
377,399,1
201,162,0
522,1013,2
883,1007,2
234,318,0
977,842,2
109,994,4
254,919,4
392,501,1
139,662,4
900,687,2
941,251,3
253,849,4
456,702,1
129,23,0
489,507,1
422,691,1
669,944,2
680,529,1
927,914,2
847,881,2
732,956,2
851,987,2
851,219,3
464,990,4
882,341,3
653,799,2
592,906,2
624,25,3
584,754,2
48,50,0
237,470,0
741,906,2
390,397,1
411,294,0
287,234,0
151,1019,4
166,1002,4
982,1017,2
198,423,0
983,56,3
764,612,2
855,332,3
495,456,1
357,55,0
186,405,0
105,423,0
875,846,2
305,242,0
219,717,4
536,506,1
951,687,2
502,94,0
665,460,1
87,863,4
883,47,3
919,623,2
659,751,2
956,130,3
183,289,0
186,369,0
695,291,3
792,546,2
114,73,0
788,333,3
790,300,3
840,718,2
987,318,3
812,629,2
778,899,2
468,638,1
946,364,3
237,582,4
91,169,0
712,274,3
459,898,4
643,130,3
166,411,0
676,280,3
484,441,1
613,251,3
741,429,3
969,705,2
747,757,2
310,502,1
632,778,2
116,555,4
118,353,0
113,209,0
523,825,2
483,982,4
700,102,3
88,866,4
513,764,1
122,998,4
181,735,4
225,923,4
141,170,0
604,888,2
927,914,2
366,535,1
668,482,1
66,787,4
836,179,3
996,335,3
1005,456,3
293,681,4
558,381,1
523,48,3
121,645,4
22,303,0
356,247,0
202,497,0
417,806,4
362,320,0
696,728,2
855,340,3
187,922,4
103,1023,4
77,76,0
334,58,0
532,627,1
739,66,3
1008,238,3
114,105,0
883,136,3
408,216,0
383,610,1
713,800,2
392,51,0
96,64,0
780,952,2
405,967,4
850,508,3
966,927,2
584,276,3
986,92,3
903,701,2
159,887,4
940,273,3
992,799,2
410,377,1
1015,793,2
987,705,2
570,356,1
756,666,2
420,512,1
594,825,2
455,420,1
310,397,0
324,894,4
673,286,3
987,552,2
987,122,3
415,903,4
395,384,1
679,805,2
761,670,2
575,724,2
351,121,0
56,84,0
787,477,3
596,358,1
278,28,0
778,588,2
425,78,0
459,75,0
364,422,1
627,328,3
544,19,3
207,939,4
403,886,4
721,140,3
533,272,1
864,884,2
393,921,4
968,156,3
374,541,1
514,652,1
569,269,3
217,994,4
347,676,4
45,712,4
74,673,4
16,618,4
692,223,3
533,71,3
86,230,0
211,619,4
502,51,0
479,895,4
972,424,3
28,322,0
965,542,2
975,510,2
811,168,3
480,135,0
844,526,2
847,918,2
175,863,4
512,867,2
62,21,0
938,148,3
252,125,0
767,754,2
176,223,0
626,125,3
647,654,2
447,588,1
172,398,0
74,984,4
566,554,1
95,386,0
56,942,4
280,231,0
781,792,2
74,843,4
814,1012,2
992,42,3
113,735,4
796,290,3
958,398,3
415,581,1
28,862,4
145,201,0
237,219,0
161,803,4
774,256,3
166,830,4
174,446,0
38,955,4
215,112,0
774,5,3
101,742,4
47,214,0
454,843,4
504,388,1
218,919,4
970,246,3
758,91,3
447,995,4
311,608,4
774,61,3
864,940,2
891,14,3
363,929,4
969,578,2
18,720,4
583,119,3
438,630,1
333,892,4
449,838,4
257,667,4
733,203,3
914,467,3
294,337,0
438,605,1
946,189,3
666,786,2
105,534,4
801,468,3
439,746,4
22,457,0
442,605,1
576,881,2
211,910,4
749,661,2
724,1006,2
304,433,1
185,194,0
901,480,3
532,315,1
61,454,0
504,728,1
216,610,4
238,1017,4
54,677,4
740,77,3
111,158,0
682,687,2
15,894,4
573,765,2
531,273,1
747,835,2
707,933,2
6,584,4
389,538,1
899,450,3
992,380,3
154,184,0
990,392,3
178,20,0
46,918,4
97,157,0
52,780,4
844,68,3
650,394,1
833,157,3
667,556,1
992,350,3
465,998,4
934,854,2
512,810,2
281,480,1
166,435,0
665,132,3
828,843,2
152,874,4
737,250,3
7,789,4
6,851,4
857,656,2
221,666,4
813,889,2
199,781,4
215,664,4
756,126,3
495,244,1
936,776,2
725,78,3
187,366,0
210,1015,4
185,362,0
865,922,2
612,872,2
687,618,2
700,521,1
250,921,4
163,39,0
786,362,3
821,1002,2
3,553,4
104,498,0
797,16,3
250,498,1
94,437,0
864,304,3
429,25,0
666,270,3
947,255,3
119,611,4
873,819,2
108,100,0
716,271,3
139,479,0
634,960,2
457,637,1
489,561,1
111,263,0
577,361,1
761,671,2
798,602,2
975,203,3
627,617,1
474,551,1
872,593,2
138,722,4
388,246,0
822,80,3
517,961,2
559,127,3
898,1016,2
764,363,3
553,875,2
626,106,3
212,364,0
777,1011,2
966,728,2
190,569,4
322,664,4
96,170,0
233,234,0
892,621,2
480,690,1
702,998,2
628,237,3
101,502,4
230,866,4
865,783,2
717,468,1
890,930,2
832,643,2
917,774,2
348,83,0
319,670,4
748,416,3
840,981,2
650,709,2
579,107,3
375,257,0
81,1003,4
494,182,0
481,724,1
24,323,0
484,742,1
791,350,3
648,599,1
993,541,2
349,317,0
624,668,2
987,348,3
60,804,4
306,711,4
489,885,4
818,864,2
118,899,4
844,612,2
57,301,0
313,82,0
624,797,2
824,391,3
123,448,0
990,92,3
989,315,3
410,589,1
984,373,3
938,20,3
153,220,0
731,642,2
81,525,4
483,199,0
400,303,0
811,458,3
604,100,3
540,205,3
897,340,3
596,1020,2
788,563,2
89,753,4
878,499,3
318,838,4
872,232,3
859,2,3
452,566,1
644,533,1
68,103,0
732,468,1
406,520,1
926,1011,2
620,442,1
192,494,0
782,788,2
490,546,1
327,579,1
275,182,0
54,594,4
1020,927,2
826,855,2
929,255,3
398,549,1
788,466,3
653,497,1
934,35,3
1017,837,2
22,613,4
255,214,0
83,14,0
1003,574,2
560,306,1
129,836,4
488,184,0
406,485,1
87,208,0
316,1016,4
463,714,1
541,228,3
156,170,0
725,67,3
206,718,4
904,228,3
307,135,0
443,391,1
149,422,0
965,710,2
728,70,3
522,193,3
254,928,4
678,341,3
112,994,4
333,576,1
685,875,2
804,841,2
21,505,4
908,227,3
199,788,4
456,506,1
924,899,2
897,49,3
297,838,4
759,1,3
909,257,3
194,139,0
161,872,4
481,274,1
843,814,2
850,504,3
665,630,2
321,687,4
111,206,0
914,310,3
994,346,3
816,894,2
221,690,4
944,518,2
504,679,1
520,389,1
937,714,2
529,74,3
563,1010,2
348,382,1
800,174,3
886,442,3
804,183,3
105,915,4
389,1019,4
201,360,0
342,1018,4
230,563,4
684,150,3
58,164,0
830,578,2
554,743,2
268,59,0
817,831,2
45,142,0
189,845,4
316,51,0
263,97,0
235,368,0
1012,624,2
364,190,0
984,706,2
184,191,0
245,868,4
341,303,0
8,147,0
881,562,2
890,126,3
621,684,2
957,666,2
826,123,3
488,118,0
174,751,4
215,409,0
96,204,0
10,460,0
394,994,4
142,578,4
161,387,0
422,503,1
691,430,1
650,548,1
993,517,2
674,590,1
177,608,4
233,1003,4
731,721,2
97,905,4
448,313,1
291,544,1
517,301,1
1004,911,2
271,122,0
465,433,1
510,887,2
936,177,3
293,562,1
725,262,3
55,376,0
853,232,3
984,62,3
211,691,4
783,309,3
572,207,3
622,863,2
752,115,3
140,732,4
2,412,0
855,467,3
845,341,3
330,757,4
518,623,1
295,219,0
886,351,3
595,715,2
583,555,1
777,795,2
222,536,4
80,795,4
743,702,2
634,471,1
817,775,2
180,819,4
163,11,0
262,1008,4
352,592,1
741,870,2
191,12,0
65,53,0
363,661,4
768,947,2
192,521,4
718,415,3
33,798,4
186,777,4
476,820,4
224,269,0
571,404,1
64,734,4
415,326,1
718,767,2
918,435,3
613,85,3
448,679,1
139,811,4
316,907,4
734,508,1
405,428,1
923,438,3
202,85,0
191,678,4
906,416,3
947,453,3
820,1011,2
164,212,0
313,882,4
979,207,3
294,569,1
293,742,4
224,432,0
529,540,1
315,240,0
24,720,4
668,948,2
135,871,4
9,326,0
525,915,2
742,449,3
345,539,1
436,509,1
751,750,2
367,706,4
957,661,2
251,226,0
379,475,1
658,909,2
1015,974,2
125,16,0
670,793,2
964,805,2
640,973,2
108,142,0
865,850,2
591,186,3
365,3,0
695,92,3
753,38,3
799,687,2
700,26,3
913,55,3
502,548,1
964,493,3
498,65,0
509,144,0
859,449,3
950,475,3
399,34,0
617,240,3
884,184,3
426,226,0
188,97,0
318,941,4
135,93,0
604,835,2
120,494,0
891,622,2
18,831,4
91,516,4
897,601,2
660,732,2
26,586,4
183,425,0
620,801,2
665,481,1
985,67,3
707,149,3
164,1,0
67,300,0
95,671,4
111,215,0
141,1002,4
837,159,3
810,928,2
675,683,2
505,312,1
391,532,1
898,574,2
957,495,3
351,599,1
976,313,3
666,659,2
462,831,4
660,529,1
107,755,4
177,218,0
970,318,3
197,783,4
478,1007,4
688,129,3
666,169,3
441,33,0
701,316,3
607,635,1
811,959,2
210,763,4
248,876,4
398,710,4
683,34,3
216,790,4
790,393,3
1009,736,2
711,182,3
496,165,0
165,160,0
295,831,4
329,736,4
864,7,3
28,447,0
642,839,2
382,852,4
578,630,1
704,976,2
317,364,0
1011,533,2
130,777,4
926,115,3
489,613,1
297,985,4
779,462,3
121,50,0
269,451,1
786,109,3
458,815,4
557,76,3
630,939,2
928,185,3
546,608,1
137,863,4
972,124,3
372,79,0
901,274,3
194,367,0
887,492,3
328,642,4
954,450,3
692,200,3
901,455,3
309,335,0
246,866,4
411,876,4
782,315,3
37,304,0
923,175,3
143,872,4
299,515,1
951,177,3
789,121,3
544,652,1
613,872,2
271,544,1
298,963,4
744,175,3
394,29,0
510,640,1
896,921,2
493,654,1
212,530,4
958,112,3
705,77,3
984,1005,2
592,911,2
158,357,0
8,702,4
1009,622,2
550,256,3
142,849,4
196,886,4
0,590,4
915,511,2
207,787,4
408,700,4
417,621,1
206,351,0
733,912,2
428,693,1
893,1020,2
580,27,3
353,588,1
729,339,3
186,255,0
595,328,1
80,791,4
190,81,0
358,82,0
592,565,1
869,1000,2
241,263,0
597,447,1
614,306,3
335,19,0
999,204,3
15,555,4
231,369,0
120,960,4
708,306,3
192,279,0
635,272,3
47,825,4
353,405,1
907,945,2
970,753,2
922,187,3
1016,495,3
634,606,1
802,970,2
625,777,2
150,641,4
309,382,0
1010,429,3
318,694,4
735,510,1
973,346,3
783,1020,2
148,112,0
401,31,0
34,347,0
784,956,2
534,776,2
427,145,0
359,205,0
91,984,4
983,241,3
601,268,3
623,587,1
697,942,2
257,408,0
428,207,0
755,187,3
203,903,4
300,605,4
934,334,3
952,695,2
266,463,1
447,693,1
608,806,2
899,699,2
767,858,2
940,344,3
102,540,4
932,799,2
458,165,0
183,886,4
372,938,4
50,576,4
817,350,3
157,728,4
684,85,3
399,950,4
548,846,2
619,132,3
629,494,1
831,372,3
328,748,4
716,430,3
264,624,4
205,722,4
790,389,3
584,138,3
303,634,4
714,97,3
984,871,2
825,644,2
957,200,3
570,481,1
22,166,0
614,651,1
660,421,1
1023,989,2
145,716,4
395,409,1
316,601,1
107,82,0
990,692,2
221,269,0
302,935,4
366,263,0
783,167,3
907,716,2
367,454,1
173,390,0
620,787,2
17,256,0
185,17,0
221,330,0
733,617,2
740,25,3
194,847,4
108,160,0
515,329,1
429,818,4
240,796,4
57,1023,4
963,964,2
715,307,3
394,889,4
697,1014,2
652,714,2
247,837,4
731,468,1
144,440,0
61,884,4
466,255,0
707,574,1
415,199,0
903,845,2
1017,119,3
617,50,3
119,556,4
1014,834,2
863,385,3
699,536,1
375,328,0
227,622,4
141,958,4
67,285,0
375,128,0
145,841,4
384,853,4
391,799,4
28,270,0
620,21,3
389,213,0
71,508,4
770,61,3
319,609,4
446,1018,4
122,822,4
322,349,0
420,464,1
283,487,1
749,658,2
616,895,2
475,1000,4
724,866,2
775,752,2
112,372,0
773,502,3
585,844,2
1010,331,3
905,305,3
941,328,3
300,39,0
126,622,4
388,546,1
62,671,4
10,812,4
306,626,4
683,781,2
602,383,1
624,353,1
111,736,4
725,884,2
214,287,0
704,201,3
618,585,1
506,535,1
913,806,2
574,15,3
405,962,4
562,467,1
610,572,1
255,916,4
174,938,4
673,776,2
297,273,0
105,408,0
1010,831,2
268,200,0
94,972,4
401,712,4
534,908,2
224,423,0
690,798,2
439,71,0
737,1001,2
539,323,1
549,794,2
215,723,4
709,888,2
475,1006,4
138,580,4
391,124,0
387,659,1
324,481,1
608,726,2
170,118,0
610,394,1
541,276,1
168,980,4
348,905,4
957,887,2
204,482,0
657,419,1
181,342,0
284,656,4
325,422,1
213,716,4
546,600,1
351,870,4
58,959,4
572,228,3
53,158,0
622,595,1
435,790,4
551,783,2
672,485,1
646,876,2
967,279,3
272,125,0
622,556,1
781,947,2
978,994,2
639,500,1
571,990,2
346,629,1
926,919,2
857,979,2
53,455,0
550,488,1
221,78,0
247,893,4
563,893,2
746,506,1
149,1018,4
631,771,2
550,389,1
694,504,1
359,309,0
1004,930,2
275,326,0
535,177,3
221,368,0
133,275,0
823,683,2
763,21,3
761,1011,2
914,300,3
880,636,2
807,5,3
630,414,1
776,156,3
803,446,3
660,139,3
755,640,2
45,7,0
967,581,2
184,164,0
949,317,3
439,749,4
1001,179,3
770,738,2
166,660,4
15,22,0
273,822,4
28,903,4
212,804,4
36,1016,4
227,696,4
131,982,4
313,176,0
989,256,3
757,150,3
420,683,1
467,860,4
408,444,1
15,154,0
159,181,0
814,174,3
203,63,0
996,231,3
967,184,3
12,1003,4
176,239,0
675,307,3
197,988,4
484,163,0
220,217,0
313,641,4
900,780,2
477,284,1
201,492,0
438,360,1
673,229,3
534,876,2
292,506,1
84,235,0
690,96,3
214,867,4
335,890,4
150,532,4
854,634,2
695,51,3
852,1008,2
692,728,2
765,145,3
1013,966,2
637,427,1
302,286,0
656,836,2
138,949,4
318,222,0
160,1008,4
318,375,0
851,653,2
241,1002,4
162,71,0
612,857,2
122,440,0
842,814,2
145,583,4
959,134,3
525,572,1
561,827,2
858,194,3
639,997,2
119,957,4
195,279,0
941,514,2
654,769,2
143,895,4
747,305,3
967,335,3
139,65,0
776,981,2
880,921,2
540,815,2
31,41,0
364,592,1
868,198,3
786,483,3
171,905,4
416,367,1
161,333,0
881,815,2
78,0,0
687,825,2
306,630,4
137,445,0
695,913,2
402,551,1
810,942,2
343,841,4
983,707,2
409,827,4
905,172,3
286,53,0
53,702,4
420,214,0
11,277,0
6,90,0
277,693,4
915,583,2
299,28,0
4,994,4
941,406,3
522,727,1
324,865,4
544,283,1
548,954,2
86,429,0
102,372,0
482,155,0
50,902,4
370,62,0
155,376,0
152,433,0
45,43,0
1016,344,3
72,1021,4
314,1013,4
403,836,4
717,728,2
677,237,3
1011,201,3
167,74,0
631,269,3
446,89,0
425,497,1
992,795,2
559,123,3
147,711,4
556,192,3
754,549,2
536,826,2
546,850,2
816,949,2
663,509,1
653,316,3
746,641,2
518,914,2
715,125,3
159,137,0
214,584,4
634,182,3
355,169,0
306,502,1
880,862,2
694,611,2
387,206,0
413,933,4
33,205,0
859,696,2
714,488,1
1012,437,3
105,506,4
327,820,4
631,486,1
958,846,2
47,568,4
4,402,0
738,310,3
905,594,2
149,575,4
181,536,4
782,595,2
446,815,4
800,281,3
487,491,1
769,475,3
928,875,2
982,231,3
671,589,1
717,605,2
411,764,4
150,416,0
143,888,4
726,24,3
458,875,4
599,640,1
388,357,1
211,834,4
148,1011,4
91,635,4
478,860,4
87,382,0
711,45,3
613,359,1
634,307,3
964,22,3
47,90,0
438,190,0
978,140,3
214,413,0
1016,814,2
29,380,0
147,240,0
190,296,0
227,281,0
931,706,2
117,1018,4
64,829,4
39,678,4
164,674,4
985,104,3
696,8,3
195,110,0
199,149,0
250,413,0
562,242,3
203,591,4
622,351,1
831,812,2
647,35,3
69,554,4
741,187,3
549,805,2
1016,588,2
459,156,0
238,420,0
260,934,4
429,455,1
20,628,4
605,271,3
17,143,0
513,221,1
735,112,3
572,542,1
924,195,3
577,994,2
749,294,3
157,274,0
76,149,0
863,535,2
305,77,0
956,565,2
1012,361,3
1021,8,3
989,602,2
279,1006,4
745,793,2
203,456,0
905,775,2
999,805,2
970,552,2
775,696,2
847,932,2
970,923,2
57,809,4
434,362,1
887,366,3
928,875,2
727,925,2
883,692,2
503,139,0
675,224,3
932,878,2
681,813,2
630,656,1
594,576,1
184,346,0
248,7,0
254,195,0
930,312,3
1004,341,3
674,867,2
707,578,1
718,411,3
479,578,1
79,982,4
717,754,2
183,625,4
609,864,2
414,215,0
496,1008,4
791,680,2
330,16,0
688,585,1
211,594,4
897,191,3
935,547,2
35,619,4
102,753,4
6,581,4
307,85,0
540,0,3
840,723,2
625,425,1
563,15,3
640,35,3
0,407,0
715,330,3
423,379,1
915,634,2
974,788,2
826,885,2
312,861,4
480,414,1
590,486,1
995,898,2
572,511,1
898,388,3
210,500,1
813,773,2
515,429,1
808,515,2
836,500,3
846,236,3
879,737,2
870,829,2
502,672,1
691,814,2
509,147,0
204,76,0
634,175,3
974,182,3
687,848,2
570,897,2
324,359,0
647,840,2
788,431,3
331,600,1
931,153,3
836,787,2
891,683,2
592,369,1
331,259,0
159,841,4
407,363,1
917,17,3
538,867,2
199,201,0
691,769,2
75,1016,4
104,722,4
832,892,2
129,139,0
468,37,0
293,281,0
824,160,3
964,392,3
529,271,1
652,688,2
88,35,0
27,1005,4
52,565,4
848,251,3
767,516,1
1020,842,2
508,100,0
540,316,1
992,669,2
455,436,1
706,748,2
717,506,1
908,657,2
899,413,3
929,527,2
77,1017,4
562,104,3
999,614,2
670,823,2
865,413,3
315,861,4
231,823,4
961,771,2
115,929,4
416,571,1
341,99,0
295,35,0
605,180,3
692,480,1
593,597,1
1007,671,2
591,545,1
775,566,2
135,421,0
365,1000,4
834,681,2
837,41,3
480,774,4
812,596,2
679,205,3
143,1021,4
304,438,1
32,909,4
618,724,2
366,188,0
298,349,0
859,889,2
895,610,2
431,6,0
8,796,4
1007,842,2
453,820,4
884,934,2
571,672,1
506,226,1
877,649,2
223,157,0
63,255,0
43,682,4
980,409,3
870,254,3
758,705,2
119,629,4
291,550,1
636,299,3
322,619,4
118,776,4
415,1002,4
686,986,2
650,168,3
189,504,4
817,412,3
661,880,2
668,704,2
538,624,1
89,384,0
878,848,2
65,997,4
453,357,1
523,65,3
656,845,2
684,774,2
597,76,3
752,259,3
38,379,0
427,227,0
883,220,3
640,520,1
77,284,0
201,615,4
908,290,3
1000,762,2
114,41,0
735,568,2
398,234,0
633,31,3
55,294,0
805,653,2
370,534,1
912,408,3
913,316,3
636,772,2
536,252,1
268,613,4
536,469,1
205,420,0
760,181,3
158,874,4
222,893,4
418,621,1
103,28,0
652,158,3
322,433,1
811,692,2
967,700,2
76,856,4
1016,712,2
604,528,1
964,873,2
118,476,0
318,323,0
896,54,3
504,30,0
929,726,2
923,323,3
323,2,0
351,975,4
161,673,4
385,972,4
341,328,0
648,418,1
161,640,4
106,765,4
145,47,0
614,263,3
523,933,2
586,396,1
987,66,3
426,892,4
792,326,3
192,92,0
328,543,1
43,489,0
193,428,0
438,534,1
757,62,3
952,918,2
703,35,3
659,848,2
82,250,0
87,605,4
159,673,4
1001,122,3
739,404,3
1015,507,3
730,183,3
599,34,3
726,643,2
524,919,2
47,962,4
430,804,4
0,358,0
698,703,2
393,334,1
527,475,1
584,614,1
57,743,4
263,34,0
865,1002,2
438,856,4
486,144,0
15,61,0
179,742,4
704,703,2
637,752,2
641,43,3
532,641,1
402,207,0
321,795,4
541,848,2
247,101,0
439,304,1
844,702,2
338,685,4
681,777,2
518,143,3
921,533,2
204,76,0
251,909,4
779,889,2
637,396,1
932,145,3
14,310,0
352,335,0
82,893,4
159,329,0
994,598,2
633,814,2
277,971,4
476,958,4
724,994,2
77,622,4
503,281,1
698,755,2
166,454,0
